Episode,Reward,Steps,Reason
28247,11.84,9,FALL
28248,33.96,17,FALL
28249,26.10,14,FALL
28250,83.58,33,FALL
28251,19.21,11,FALL
28252,24.15,14,FALL
28253,30.94,16,FALL
28254,68.25,28,FALL
28255,61.39,24,FALL
28256,38.38,18,FALL
28257,15.24,11,FALL
28258,31.76,16,FALL
28259,35.70,17,FALL
28260,38.50,18,FALL
28261,32.53,16,FALL
28262,33.20,16,FALL
28263,88.50,35,FALL
28264,4.78,7,FALL
28265,52.75,23,FALL
28266,34.42,17,FALL
28267,27.08,15,FALL
28268,13.63,10,FALL
28269,32.37,16,FALL
28270,28.72,15,FALL
28271,41.84,18,FALL
28272,-3.14,4,FALL
28273,31.42,16,FALL
28274,30.16,15,FALL
28275,37.18,17,FALL
28276,0.12,6,FALL
28277,9.71,9,FALL
28278,33.15,17,FALL
28279,36.56,18,FALL
28280,29.64,15,FALL
28281,7.88,7,FALL
28282,11.42,9,FALL
28283,31.74,16,FALL
28284,23.72,13,FALL
28285,3.61,6,FALL
28286,35.61,16,FALL
28287,33.38,16,FALL
28288,-1.38,5,FALL
28289,21.13,13,FALL
28290,16.38,11,FALL
28291,27.88,14,FALL
28292,31.77,16,FALL
28293,-4.15,4,FALL
28294,25.07,14,FALL
28295,37.24,18,FALL
28296,11.34,9,FALL
28297,32.93,16,FALL
28298,32.04,16,FALL
28299,44.79,20,FALL
28300,25.76,16,FALL
28301,96.10,38,FALL
28302,9.86,8,FALL
28303,36.35,17,FALL
28304,12.17,10,FALL
28305,39.25,19,FALL
28306,4.07,6,FALL
28307,32.29,16,FALL
28308,-2.87,4,FALL
28309,32.96,16,FALL
28310,41.26,18,FALL
28311,34.02,17,FALL
28312,60.99,25,FALL
28313,9.56,8,FALL
28314,30.46,16,FALL
28315,39.93,18,FALL
28316,33.40,16,FALL
28317,17.60,12,FALL
28318,49.44,22,FALL
28319,21.90,13,FALL
28320,26.78,14,FALL
28321,90.03,34,FALL
28322,5.54,8,FALL
28323,32.45,16,FALL
28324,21.91,13,FALL
28325,34.84,17,FALL
28326,12.54,9,FALL
28327,-1.47,5,FALL
28328,125.53,46,FALL
28329,33.66,16,FALL
28330,123.45,46,FALL
28331,1.72,6,FALL
28332,68.71,29,FALL
28333,32.51,16,FALL
28334,28.34,15,FALL
28335,-3.89,4,FALL
28336,39.89,18,FALL
28337,26.15,14,FALL
28338,81.74,31,FALL
28339,29.53,16,FALL
28340,-3.66,4,FALL
28341,52.87,21,FALL
28342,25.33,14,FALL
28343,34.20,16,FALL
28344,28.70,15,FALL
28345,17.87,12,FALL
28346,5.79,7,FALL
28347,28.24,14,FALL
28348,22.64,13,FALL
28349,-0.32,5,FALL
28350,34.63,17,FALL
28351,88.69,33,FALL
28352,23.90,13,FALL
28353,9.92,9,FALL
28354,79.90,33,FALL
28355,5.51,7,FALL
28356,7.15,8,FALL
28357,2.28,6,FALL
28358,39.70,18,FALL
28359,48.69,21,FALL
28360,33.70,18,FALL
28361,32.52,16,FALL
28362,18.06,11,FALL
28363,20.82,14,FALL
28364,39.32,19,FALL
28365,29.55,15,FALL
28366,37.70,17,FALL
28367,32.16,16,FALL
28368,2.90,6,FALL
28369,33.08,17,FALL
28370,36.36,17,FALL
28371,33.43,16,FALL
28372,28.38,15,FALL
28373,29.97,15,FALL
28374,27.91,15,FALL
28375,44.28,19,FALL
28376,3.57,6,FALL
28377,33.31,17,FALL
28378,26.16,16,FALL
28379,32.49,15,FALL
28380,35.60,17,FALL
28381,15.35,10,FALL
28382,15.51,11,FALL
28383,35.01,17,FALL
28384,121.63,45,FALL
28385,21.63,12,FALL
28386,31.96,16,FALL
28387,28.26,15,FALL
28388,1.80,6,FALL
28389,43.63,19,FALL
28390,39.54,18,FALL
28391,61.75,25,FALL
28392,27.94,15,FALL
28393,38.27,18,FALL
28394,1.16,6,FALL
28395,36.75,17,FALL
28396,45.68,20,FALL
28397,44.50,19,FALL
28398,72.36,29,FALL
28399,72.71,29,FALL
28400,3.71,7,FALL
28401,30.53,15,FALL
28402,39.02,17,FALL
28403,85.44,33,FALL
28404,0.91,6,FALL
28405,17.36,11,FALL
28406,32.55,17,FALL
28407,31.82,16,FALL
28408,-3.61,4,FALL
28409,0.47,6,FALL
28410,1.17,6,FALL
28411,-0.32,5,FALL
28412,32.65,16,FALL
28413,14.48,10,FALL
28414,1.70,6,FALL
28415,39.41,18,FALL
28416,26.16,14,FALL
28417,11.95,9,FALL
28418,-3.06,4,FALL
28419,88.69,35,FALL
28420,23.40,13,FALL
28421,36.08,17,FALL
28422,6.36,8,FALL
28423,9.76,9,FALL
28424,47.06,20,FALL
28425,8.85,8,FALL
28426,16.86,11,FALL
28427,50.92,21,FALL
28428,19.98,12,FALL
28429,38.85,18,FALL
28430,34.58,18,FALL
28431,81.38,33,FALL
28432,82.85,32,FALL
28433,33.63,16,FALL
28434,35.63,17,FALL
28435,20.98,13,FALL
28436,18.79,12,FALL
28437,39.07,18,FALL
28438,-0.37,5,FALL
28439,31.35,16,FALL
28440,31.23,16,FALL
28441,46.52,20,FALL
28442,32.25,17,FALL
28443,15.40,11,FALL
28444,122.39,45,FALL
28445,21.93,13,FALL
28446,30.89,16,FALL
28447,19.81,12,FALL
28448,5.62,7,FALL
28449,3.87,6,FALL
28450,34.26,16,FALL
28451,57.06,24,FALL
28452,-1.78,5,FALL
28453,-3.33,4,FALL
28454,30.76,16,FALL
28455,25.47,14,FALL
28456,14.39,10,FALL
28457,32.90,16,FALL
28458,13.27,10,FALL
28459,17.64,11,FALL
28460,36.61,17,FALL
28461,22.82,13,FALL
28462,42.82,19,FALL
28463,79.69,31,FALL
28464,-3.96,4,FALL
28465,0.76,6,FALL
28466,40.85,19,FALL
28467,26.50,14,FALL
28468,76.42,31,FALL
28469,7.04,7,FALL
28470,10.75,9,FALL
28471,46.36,20,FALL
28472,63.80,26,FALL
28473,16.13,11,FALL
28474,7.65,8,FALL
28475,16.34,12,FALL
28476,125.97,46,FALL
28477,17.45,11,FALL
28478,75.96,31,FALL
28479,31.80,16,FALL
28480,62.97,28,FALL
28481,19.80,12,FALL
28482,51.72,21,FALL
28483,32.69,18,FALL
28484,8.45,8,FALL
28485,0.76,6,FALL
28486,49.24,22,FALL
28487,25.93,14,FALL
28488,0.86,6,FALL
28489,32.20,16,FALL
28490,3.91,7,FALL
28491,14.39,10,FALL
28492,31.42,16,FALL
28493,11.89,9,FALL
28494,32.18,16,FALL
28495,115.76,43,FALL
28496,46.38,20,FALL
28497,25.75,14,FALL
28498,21.82,13,FALL
28499,136.49,49,FALL
28500,34.86,17,FALL
28501,44.29,21,FALL
28502,11.77,9,FALL
28503,23.99,13,FALL
28504,-3.27,4,FALL
28505,16.35,11,FALL
28506,31.08,16,FALL
28507,61.38,26,FALL
28508,28.82,15,FALL
28509,-2.47,4,FALL
28510,31.07,16,FALL
28511,96.25,36,FALL
28512,45.09,20,FALL
28513,45.85,20,FALL
28514,32.38,16,FALL
28515,24.92,15,FALL
28516,3.81,6,FALL
28517,15.73,10,FALL
28518,15.84,11,FALL
28519,29.01,15,FALL
28520,37.53,18,FALL
28521,39.26,18,FALL
28522,31.20,16,FALL
28523,-3.43,4,FALL
28524,5.86,6,FALL
28525,23.36,13,FALL
28526,40.65,19,FALL
28527,11.78,9,FALL
28528,-1.62,5,FALL
28529,17.57,11,FALL
28530,47.31,20,FALL
28531,9.65,9,FALL
28532,39.53,18,FALL
28533,30.57,16,FALL
28534,7.15,7,FALL
28535,21.37,12,FALL
28536,1.36,6,FALL
28537,25.42,14,FALL
28538,30.55,16,FALL
28539,32.72,17,FALL
28540,30.85,16,FALL
28541,32.95,16,FALL
28542,37.82,18,FALL
28543,22.80,13,FALL
28544,32.42,16,FALL
28545,50.92,22,FALL
28546,42.23,19,FALL
28547,57.66,25,FALL
28548,37.31,18,FALL
28549,66.41,29,FALL
28550,88.83,36,FALL
28551,47.24,21,FALL
28552,16.06,10,FALL
28553,-3.57,4,FALL
28554,39.51,20,FALL
28555,31.11,16,FALL
28556,30.64,16,FALL
28557,28.56,16,FALL
28558,33.71,16,FALL
28559,30.22,16,FALL
28560,33.85,18,FALL
28561,1.26,6,FALL
28562,38.35,18,FALL
28563,37.29,17,FALL
28564,23.81,14,FALL
28565,33.69,16,FALL
28566,19.69,12,FALL
28567,17.61,11,FALL
28568,108.92,41,FALL
28569,30.94,16,FALL
28570,36.16,17,FALL
28571,-0.56,5,FALL
28572,55.31,22,FALL
28573,76.42,30,FALL
28574,-1.48,5,FALL
28575,33.92,17,FALL
28576,63.50,28,FALL
28577,13.89,10,FALL
28578,3.37,6,FALL
28579,11.06,9,FALL
28580,23.65,14,FALL
28581,20.06,13,FALL
28582,7.99,8,FALL
28583,3.52,6,FALL
28584,31.83,16,FALL
28585,18.42,11,FALL
28586,7.45,8,FALL
28587,67.77,29,FALL
28588,27.76,16,FALL
28589,32.60,16,FALL
28590,33.28,16,FALL
28591,41.81,19,FALL
28592,21.57,13,FALL
28593,19.55,14,FALL
28594,18.48,12,FALL
28595,99.34,37,FALL
28596,4.65,7,FALL
28597,1.32,6,FALL
28598,42.10,20,FALL
28599,34.39,16,FALL
28600,34.22,18,FALL
28601,29.54,15,FALL
28602,35.88,17,FALL
28603,8.50,9,FALL
28604,82.49,33,FALL
28605,31.93,16,FALL
28606,4.42,7,FALL
28607,-3.62,4,FALL
28608,19.35,11,FALL
28609,31.23,15,FALL
28610,5.41,7,FALL
28611,20.27,12,FALL
28612,93.65,36,FALL
28613,37.31,17,FALL
28614,36.43,18,FALL
28615,77.97,31,FALL
28616,37.98,17,FALL
28617,32.35,16,FALL
28618,31.73,16,FALL
28619,35.77,18,FALL
28620,31.28,16,FALL
28621,27.42,15,FALL
28622,30.47,16,FALL
28623,-0.04,5,FALL
28624,11.81,10,FALL
28625,31.78,16,FALL
28626,65.17,25,FALL
28627,6.93,9,FALL
28628,87.81,33,FALL
28629,28.25,15,FALL
28630,31.06,16,FALL
28631,60.03,25,FALL
28632,27.89,15,FALL
28633,31.75,16,FALL
28634,31.64,16,FALL
28635,32.17,16,FALL
28636,81.42,32,FALL
28637,71.82,31,FALL
28638,46.95,21,FALL
28639,20.75,12,FALL
28640,31.06,16,FALL
28641,30.47,16,FALL
28642,35.20,17,FALL
28643,31.50,16,FALL
28644,31.85,16,FALL
28645,-0.21,5,FALL
28646,31.97,17,FALL
28647,37.64,18,FALL
28648,16.61,11,FALL
28649,38.06,17,FALL
28650,30.41,16,FALL
28651,36.83,17,FALL
28652,31.67,16,FALL
28653,28.17,15,FALL
28654,21.47,12,FALL
28655,21.83,13,FALL
28656,-2.88,4,FALL
28657,28.64,15,FALL
28658,56.35,23,FALL
28659,78.37,32,FALL
28660,9.71,9,FALL
28661,70.32,28,FALL
28662,33.21,16,FALL
28663,38.32,18,FALL
28664,29.29,16,FALL
28665,24.12,14,FALL
28666,32.15,16,FALL
28667,32.50,17,FALL
28668,32.20,16,FALL
28669,29.55,15,FALL
28670,19.09,12,FALL
28671,40.51,18,FALL
28672,2.56,6,FALL
28673,32.45,16,FALL
28674,34.02,16,FALL
28675,43.62,19,FALL
28676,5.29,7,FALL
28677,28.91,15,FALL
28678,17.99,12,FALL
28679,26.49,15,FALL
28680,55.18,24,FALL
28681,19.64,13,FALL
28682,21.50,13,FALL
28683,31.35,16,FALL
28684,83.66,35,FALL
28685,98.04,39,FALL
28686,14.53,10,FALL
28687,3.56,7,FALL
28688,146.38,51,FALL
28689,81.76,32,FALL
28690,31.95,16,FALL
28691,45.81,20,FALL
28692,16.67,10,FALL
28693,3.13,7,FALL
28694,34.99,17,FALL
28695,4.73,7,FALL
28696,17.94,11,FALL
28697,32.27,16,FALL
28698,14.66,10,FALL
28699,24.96,14,FALL
28700,25.64,15,FALL
28701,18.68,12,FALL
28702,35.71,18,FALL
28703,57.63,25,FALL
28704,58.63,25,FALL
28705,27.07,15,FALL
28706,8.45,8,FALL
28707,71.26,28,FALL
28708,12.36,9,FALL
28709,-0.74,5,FALL
28710,6.96,8,FALL
28711,32.74,16,FALL
28712,29.93,16,FALL
28713,28.27,15,FALL
28714,25.14,14,FALL
28715,31.41,16,FALL
28716,4.29,6,FALL
28717,27.29,14,FALL
28718,124.93,46,FALL
28719,9.54,8,FALL
28720,11.58,9,FALL
28721,30.38,15,FALL
28722,30.25,15,FALL
28723,72.25,31,FALL
28724,70.86,29,FALL
28725,32.12,16,FALL
28726,17.08,11,FALL
28727,8.93,9,FALL
28728,28.33,15,FALL
28729,23.78,14,FALL
28730,51.34,22,FALL
28731,34.54,16,FALL
28732,0.58,6,FALL
28733,117.29,42,FALL
28734,-1.48,5,FALL
28735,29.36,15,FALL
28736,30.07,15,FALL
28737,27.33,15,FALL
28738,-1.67,5,FALL
28739,26.27,14,FALL
28740,34.93,17,FALL
28741,35.58,17,FALL
28742,10.74,9,FALL
28743,73.77,31,FALL
28744,34.43,17,FALL
28745,29.75,16,FALL
28746,6.80,8,FALL
28747,32.71,16,FALL
28748,90.21,33,FALL
28749,9.80,9,FALL
28750,8.82,8,FALL
28751,30.60,16,FALL
28752,30.62,15,FALL
28753,13.73,10,FALL
28754,51.23,23,FALL
28755,-2.56,4,FALL
28756,145.67,52,FALL
28757,4.23,6,FALL
28758,98.55,37,FALL
28759,8.76,8,FALL
28760,6.91,8,FALL
28761,36.53,17,FALL
28762,31.26,16,FALL
28763,12.34,9,FALL
28764,17.88,11,FALL
28765,10.48,9,FALL
28766,37.89,18,FALL
28767,33.24,16,FALL
28768,30.82,15,FALL
28769,19.11,12,FALL
28770,40.81,19,FALL
28771,18.75,11,FALL
28772,26.55,15,FALL
28773,28.47,15,FALL
28774,0.95,6,FALL
28775,39.28,18,FALL
28776,36.09,17,FALL
28777,36.37,17,FALL
28778,30.99,16,FALL
28779,13.75,10,FALL
28780,30.91,15,FALL
28781,32.96,16,FALL
28782,15.62,10,FALL
28783,13.99,10,FALL
28784,43.37,18,FALL
28785,31.89,16,FALL
28786,39.60,18,FALL
28787,71.46,29,FALL
28788,4.16,7,FALL
28789,39.10,18,FALL
28790,34.85,17,FALL
28791,31.59,16,FALL
28792,-3.21,4,FALL
28793,8.23,8,FALL
28794,3.87,7,FALL
28795,56.94,22,FALL
28796,36.29,17,FALL
28797,38.45,18,FALL
28798,32.45,16,FALL
28799,23.57,13,FALL
28800,31.28,15,FALL
28801,24.72,15,FALL
28802,38.30,18,FALL
28803,67.35,27,FALL
28804,39.49,18,FALL
28805,32.48,17,FALL
28806,32.99,16,FALL
28807,9.91,9,FALL
28808,27.10,14,FALL
28809,49.97,22,FALL
28810,31.59,16,FALL
28811,0.59,5,FALL
28812,38.02,18,FALL
28813,12.73,9,FALL
28814,4.54,8,FALL
28815,-0.12,5,FALL
28816,-0.69,5,FALL
28817,24.85,14,FALL
28818,83.13,33,FALL
28819,5.07,7,FALL
28820,28.12,15,FALL
28821,32.10,16,FALL
28822,31.50,16,FALL
28823,5.70,7,FALL
28824,29.73,15,FALL
28825,42.24,20,FALL
28826,24.99,13,FALL
28827,31.70,16,FALL
28828,25.75,15,FALL
28829,-0.96,5,FALL
28830,40.32,19,FALL
28831,10.85,10,FALL
28832,34.20,17,FALL
28833,14.84,10,FALL
28834,29.06,15,FALL
28835,30.05,16,FALL
28836,15.95,11,FALL
28837,59.99,24,FALL
28838,35.12,16,FALL
28839,26.22,14,FALL
28840,40.26,19,FALL
28841,31.29,16,FALL
28842,29.57,15,FALL
28843,22.29,13,FALL
28844,3.54,6,FALL
28845,28.74,15,FALL
28846,7.62,7,FALL
28847,27.17,15,FALL
28848,21.07,13,FALL
28849,84.88,32,FALL
28850,-2.81,4,FALL
28851,16.31,11,FALL
28852,44.80,19,FALL
28853,31.04,16,FALL
28854,40.96,18,FALL
28855,34.32,17,FALL
28856,33.88,16,FALL
28857,13.99,10,FALL
28858,33.10,16,FALL
28859,17.60,10,FALL
28860,12.07,9,FALL
28861,79.55,32,FALL
28862,33.22,16,FALL
28863,28.63,15,FALL
28864,35.23,17,FALL
28865,33.78,16,FALL
28866,18.87,12,FALL
28867,-3.83,4,FALL
28868,15.49,10,FALL
28869,35.01,17,FALL
28870,11.43,9,FALL
28871,25.92,15,FALL
28872,31.73,16,FALL
28873,34.27,16,FALL
28874,2.70,6,FALL
28875,18.42,11,FALL
28876,30.81,16,FALL
28877,83.44,32,FALL
28878,77.27,31,FALL
28879,61.15,25,FALL
28880,34.81,17,FALL
28881,23.99,14,FALL
28882,-0.82,5,FALL
28883,9.87,9,FALL
28884,52.27,23,FALL
28885,30.62,16,FALL
28886,124.52,47,FALL
28887,70.28,27,FALL
28888,36.08,17,FALL
28889,31.02,16,FALL
28890,10.85,9,FALL
28891,31.79,16,FALL
28892,30.48,15,FALL
28893,42.89,21,FALL
28894,32.11,16,FALL
28895,52.62,23,FALL
28896,24.90,14,FALL
28897,5.80,8,FALL
28898,30.34,16,FALL
28899,0.37,6,FALL
28900,35.73,17,FALL
28901,32.30,16,FALL
28902,10.11,8,FALL
28903,123.67,46,FALL
28904,82.00,33,FALL
28905,112.21,44,FALL
28906,-4.81,4,FALL
28907,27.79,14,FALL
28908,26.85,15,FALL
28909,31.82,16,FALL
28910,74.45,30,FALL
28911,31.09,16,FALL
28912,14.76,10,FALL
28913,33.40,16,FALL
28914,21.91,13,FALL
28915,32.71,16,FALL
28916,31.64,16,FALL
28917,-0.94,5,FALL
28918,39.82,18,FALL
28919,0.98,6,FALL
28920,10.63,8,FALL
28921,-3.40,4,FALL
28922,33.31,16,FALL
28923,13.86,10,FALL
28924,36.93,17,FALL
28925,33.76,16,FALL
28926,34.23,17,FALL
28927,33.97,16,FALL
28928,-0.44,5,FALL
28929,32.89,16,FALL
28930,29.55,15,FALL
28931,26.17,14,FALL
28932,86.19,35,FALL
28933,36.37,17,FALL
28934,-2.09,5,FALL
28935,31.17,16,FALL
28936,38.42,18,FALL
28937,84.23,32,FALL
28938,30.94,15,FALL
28939,8.78,8,FALL
28940,18.40,11,FALL
28941,38.20,18,FALL
28942,32.99,16,FALL
28943,20.59,12,FALL
28944,51.54,22,FALL
28945,44.94,21,FALL
28946,31.40,17,FALL
28947,43.69,19,FALL
28948,33.67,16,FALL
28949,29.49,16,FALL
28950,90.07,35,FALL
28951,29.64,15,FALL
28952,-0.88,5,FALL
28953,30.96,16,FALL
28954,54.40,23,FALL
28955,59.97,25,FALL
28956,20.64,12,FALL
28957,37.18,18,FALL
28958,109.68,42,FALL
28959,32.80,17,FALL
28960,39.25,18,FALL
28961,34.05,16,FALL
28962,37.90,18,FALL
28963,17.63,11,FALL
28964,29.52,16,FALL
28965,5.51,7,FALL
28966,41.93,19,FALL
28967,-5.58,3,FALL
28968,-3.80,4,FALL
28969,6.68,8,FALL
28970,36.26,17,FALL
28971,9.22,8,FALL
28972,37.29,18,FALL
28973,33.84,16,FALL
28974,32.70,16,FALL
28975,22.92,14,FALL
28976,-0.84,5,FALL
28977,-3.64,4,FALL
28978,35.15,17,FALL
28979,3.06,7,FALL
28980,12.44,9,FALL
28981,-0.80,4,FALL
28982,38.52,18,FALL
28983,5.67,7,FALL
28984,47.47,21,FALL
28985,30.53,15,FALL
28986,20.58,13,FALL
28987,30.27,17,FALL
28988,29.19,15,FALL
28989,30.02,16,FALL
28990,35.04,17,FALL
28991,28.75,15,FALL
28992,2.80,7,FALL
28993,4.62,7,FALL
28994,1.97,6,FALL
28995,48.79,20,FALL
28996,130.92,47,FALL
28997,174.15,63,FALL
28998,5.58,6,FALL
28999,33.90,16,FALL
29000,1.07,6,FALL
29001,32.46,16,FALL
29002,10.71,9,FALL
29003,8.21,8,FALL
29004,32.88,16,FALL
29005,50.08,21,FALL
29006,30.24,15,FALL
29007,42.46,19,FALL
29008,34.09,17,FALL
29009,23.21,13,FALL
29010,32.98,16,FALL
29011,32.89,16,FALL
29012,-1.65,5,FALL
29013,2.03,6,FALL
29014,0.83,5,FALL
29015,-0.40,5,FALL
29016,36.30,17,FALL
29017,18.71,12,FALL
29018,33.89,16,FALL
29019,40.17,18,FALL
29020,26.72,15,FALL
29021,17.43,11,FALL
29022,76.71,31,FALL
29023,31.42,16,FALL
29024,43.22,19,FALL
29025,33.18,16,FALL
29026,32.69,16,FALL
29027,4.98,8,FALL
29028,111.95,43,FALL
29029,28.64,15,FALL
29030,34.82,16,FALL
29031,0.41,6,FALL
29032,6.37,7,FALL
29033,38.67,18,FALL
29034,11.86,10,FALL
29035,26.51,14,FALL
29036,4.36,7,FALL
29037,20.07,12,FALL
29038,32.60,16,FALL
29039,31.50,16,FALL
29040,36.04,17,FALL
29041,32.06,16,FALL
29042,38.73,18,FALL
29043,28.34,15,FALL
29044,32.66,16,FALL
29045,30.44,16,FALL
29046,3.06,6,FALL
29047,30.72,16,FALL
29048,-1.00,5,FALL
29049,5.90,7,FALL
29050,29.76,15,FALL
29051,25.54,15,FALL
29052,17.54,11,FALL
29053,25.89,14,FALL
29054,31.49,15,FALL
29055,45.85,20,FALL
29056,3.29,6,FALL
29057,44.80,20,FALL
29058,34.61,17,FALL
29059,23.56,14,FALL
29060,13.21,9,FALL
29061,79.63,33,FALL
29062,89.05,34,FALL
29063,0.90,5,FALL
29064,31.89,16,FALL
29065,28.49,15,FALL
29066,12.93,9,FALL
29067,40.40,18,FALL
29068,8.18,7,FALL
29069,14.36,10,FALL
29070,29.61,15,FALL
29071,32.75,16,FALL
29072,24.48,14,FALL
29073,-2.42,4,FALL
29074,13.45,10,FALL
29075,26.75,15,FALL
29076,27.92,15,FALL
29077,24.47,14,FALL
29078,40.73,18,FALL
29079,32.45,17,FALL
29080,5.04,6,FALL
29081,31.34,15,FALL
29082,5.16,7,FALL
29083,32.14,16,FALL
29084,31.55,16,FALL
29085,11.24,10,FALL
29086,-2.40,4,FALL
29087,49.87,21,FALL
29088,-3.19,4,FALL
29089,29.91,16,FALL
29090,124.06,46,FALL
29091,33.14,16,FALL
29092,33.28,17,FALL
29093,22.97,13,FALL
29094,-3.17,4,FALL
29095,6.43,7,FALL
29096,32.26,16,FALL
29097,33.31,16,FALL
29098,38.14,18,FALL
29099,31.45,16,FALL
29100,48.94,21,FALL
29101,32.41,16,FALL
29102,-0.92,5,FALL
29103,35.01,17,FALL
29104,-4.15,4,FALL
29105,33.77,16,FALL
29106,33.44,16,FALL
29107,37.89,18,FALL
29108,-4.16,4,FALL
29109,60.14,25,FALL
29110,58.97,24,FALL
29111,28.94,15,FALL
29112,31.67,16,FALL
29113,0.74,6,FALL
29114,32.20,16,FALL
29115,36.86,17,FALL
29116,85.40,33,FALL
29117,40.54,18,FALL
29118,24.77,13,FALL
29119,19.76,12,FALL
29120,32.09,17,FALL
29121,40.89,18,FALL
29122,2.16,6,FALL
29123,85.46,34,FALL
29124,-3.65,4,FALL
29125,49.98,20,FALL
29126,35.61,17,FALL
29127,37.62,18,FALL
29128,3.00,6,FALL
29129,10.41,10,FALL
29130,16.86,11,FALL
29131,25.69,14,FALL
29132,30.07,15,FALL
29133,29.98,16,FALL
29134,7.02,8,FALL
29135,-2.04,4,FALL
29136,25.55,14,FALL
29137,75.55,30,FALL
29138,72.70,29,FALL
29139,31.86,15,FALL
29140,45.02,21,FALL
29141,-3.44,4,FALL
29142,11.47,9,FALL
29143,25.45,14,FALL
29144,62.89,26,FALL
29145,101.78,39,FALL
29146,4.56,7,FALL
29147,37.13,17,FALL
29148,5.39,7,FALL
29149,28.77,15,FALL
29150,14.08,10,FALL
29151,30.96,16,FALL
29152,1.99,6,FALL
29153,63.06,27,FALL
29154,26.25,14,FALL
29155,-4.21,4,FALL
29156,1.18,6,FALL
29157,33.94,16,FALL
29158,31.01,16,FALL
29159,45.16,20,FALL
29160,8.93,8,FALL
29161,24.46,14,FALL
29162,-2.00,5,FALL
29163,32.54,16,FALL
29164,32.51,16,FALL
29165,30.43,16,FALL
29166,1.86,6,FALL
29167,9.89,9,FALL
29168,82.68,34,FALL
29169,29.33,16,FALL
29170,32.00,17,FALL
29171,36.13,17,FALL
29172,32.57,16,FALL
29173,70.97,28,FALL
29174,21.08,13,FALL
29175,16.48,11,FALL
29176,47.75,21,FALL
29177,9.40,10,FALL
29178,13.32,10,FALL
29179,2.67,7,FALL
29180,0.27,6,FALL
29181,84.61,32,FALL
29182,43.52,19,FALL
29183,29.60,15,FALL
29184,11.27,10,FALL
29185,33.96,16,FALL
29186,98.69,38,FALL
29187,29.95,15,FALL
29188,34.58,18,FALL
29189,53.44,24,FALL
29190,34.30,17,FALL
29191,-3.00,4,FALL
29192,17.85,11,FALL
29193,-1.69,5,FALL
29194,33.98,17,FALL
29195,51.18,22,FALL
29196,32.81,16,FALL
29197,47.15,20,FALL
29198,104.78,38,FALL
29199,11.47,9,FALL
29200,35.75,17,FALL
29201,69.44,29,FALL
29202,42.45,20,FALL
29203,28.24,15,FALL
29204,38.24,17,FALL
29205,-0.26,5,FALL
29206,122.18,46,FALL
29207,8.43,8,FALL
29208,7.00,8,FALL
29209,69.67,29,FALL
29210,32.80,16,FALL
29211,18.75,11,FALL
29212,19.13,11,FALL
29213,39.05,18,FALL
29214,-0.11,5,FALL
29215,31.93,16,FALL
29216,86.01,34,FALL
29217,33.17,16,FALL
29218,52.64,22,FALL
29219,14.42,9,FALL
29220,-3.84,4,FALL
29221,32.49,17,FALL
29222,33.52,16,FALL
29223,30.62,16,FALL
29224,24.49,13,FALL
29225,31.65,16,FALL
29226,15.29,10,FALL
29227,31.51,16,FALL
29228,49.23,21,FALL
29229,4.69,7,FALL
29230,15.77,11,FALL
29231,21.61,13,FALL
29232,57.38,24,FALL
29233,15.81,11,FALL
29234,29.69,16,FALL
29235,35.85,17,FALL
29236,45.35,19,FALL
29237,28.43,15,FALL
29238,12.58,10,FALL
29239,38.75,18,FALL
29240,11.13,9,FALL
29241,47.22,20,FALL
29242,10.44,8,FALL
29243,50.90,22,FALL
29244,15.38,10,FALL
29245,51.24,20,FALL
29246,47.16,20,FALL
29247,-0.50,5,FALL
29248,3.81,6,FALL
29249,8.95,9,FALL
29250,30.22,15,FALL
29251,10.24,8,FALL
29252,-4.19,4,FALL
29253,20.73,12,FALL
29254,-0.62,5,FALL
29255,92.68,36,FALL
29256,18.09,11,FALL
29257,28.65,15,FALL
29258,34.03,16,FALL
29259,19.50,12,FALL
29260,25.80,14,FALL
29261,28.00,15,FALL
29262,71.14,29,FALL
29263,23.89,13,FALL
29264,-0.39,5,FALL
29265,-3.16,4,FALL
29266,25.95,14,FALL
29267,23.39,14,FALL
29268,35.10,18,FALL
29269,18.32,11,FALL
29270,36.69,17,FALL
29271,36.05,17,FALL
29272,42.24,19,FALL
29273,10.70,9,FALL
29274,7.66,7,FALL
29275,-3.20,4,FALL
29276,31.32,15,FALL
29277,34.21,17,FALL
29278,-3.30,4,FALL
29279,63.55,26,FALL
29280,6.55,7,FALL
29281,42.72,20,FALL
29282,37.54,18,FALL
29283,58.20,24,FALL
29284,28.20,15,FALL
29285,0.37,5,FALL
29286,5.59,7,FALL
29287,33.72,16,FALL
29288,26.28,14,FALL
29289,29.44,16,FALL
29290,30.50,16,FALL
29291,30.13,15,FALL
29292,20.30,11,FALL
29293,38.79,18,FALL
29294,17.61,11,FALL
29295,29.76,15,FALL
29296,12.14,9,FALL
29297,-0.77,5,FALL
29298,31.97,16,FALL
29299,42.89,19,FALL
29300,38.01,18,FALL
29301,30.14,16,FALL
29302,-2.67,4,FALL
29303,33.93,16,FALL
29304,22.77,13,FALL
29305,13.02,10,FALL
29306,78.74,32,FALL
29307,37.15,18,FALL
29308,9.61,9,FALL
29309,16.00,11,FALL
29310,-0.56,5,FALL
29311,34.44,16,FALL
29312,26.61,15,FALL
29313,37.18,18,FALL
29314,35.33,18,FALL
29315,-3.64,4,FALL
