Episode,Reward,Steps,Reason,Time
724,321.07,156,FALL,22:30:55
725,357.49,166,FALL,22:31:06
726,-30.08,27,FALL,22:31:12
727,62.38,61,FALL,22:31:18
728,-27.24,28,FALL,22:31:24
729,125.07,82,FALL,22:31:32
730,-19.87,32,FALL,22:31:38
731,510.88,222,FALL,22:31:51
732,198.20,107,FALL,22:31:59
733,205.70,112,FALL,22:32:08
734,274.22,137,FALL,22:32:18
735,511.86,222,FALL,22:32:31
736,245.41,129,FALL,22:32:39
737,301.64,145,FALL,22:32:49
738,255.05,129,FALL,22:32:59
739,-11.04,33,FALL,22:33:04
740,-32.01,28,FALL,22:33:09
741,652.78,268,FALL,22:33:25
742,649.57,264,FALL,22:33:39
743,453.17,200,FALL,22:33:51
