Episode,Reward,Steps,Reason,Time
587,949.52,220,FALL,21:51:36
588,884.65,206,FALL,21:51:51
589,880.01,205,FALL,21:52:06
590,1667.12,369,FALL,21:52:29
591,916.94,214,FALL,21:52:45
592,850.96,199,FALL,21:52:59
593,885.57,207,FALL,21:53:14
594,1738.13,382,FALL,21:53:39
595,1002.96,231,FALL,21:53:54
596,2304.38,500,FALL,21:54:25
597,863.09,201,FALL,21:54:40
598,884.61,207,FALL,21:54:55
599,903.56,210,FALL,21:55:10
600,2565.48,555,FALL,21:55:43
601,826.54,194,FALL,21:55:57
602,1714.53,376,FALL,21:56:20
603,2456.97,530,FALL,21:56:52
604,846.51,199,FALL,21:57:06
605,3371.79,721,FALL,21:57:47
606,3453.25,737,FALL,21:58:30
607,2589.01,557,FALL,21:59:03
608,2451.73,532,FALL,21:59:35
609,1647.53,362,FALL,21:59:58
610,1771.63,388,FALL,22:00:23
611,3393.54,727,FALL,22:01:05
612,5724.39,1204,FALL,22:02:13
613,2421.47,521,FALL,22:02:43
614,2481.75,535,FALL,22:03:16
615,4112.23,872,FALL,22:04:05
616,4033.86,855,FALL,22:04:55
617,1640.60,361,FALL,22:05:18
618,2488.86,536,FALL,22:05:51
619,1684.19,371,FALL,22:06:15
620,3295.02,703,FALL,22:06:58
621,882.24,205,FALL,22:07:14
622,2451.26,531,FALL,22:07:46
623,1720.96,378,FALL,22:08:10
624,4105.26,870,FALL,22:09:01
625,1723.22,378,FALL,22:09:25
626,1760.41,386,FALL,22:09:51
627,4163.14,879,FALL,22:10:43
628,1757.83,386,FALL,22:11:08
629,909.89,210,FALL,22:11:24
630,892.80,207,FALL,22:11:39
631,9883.54,2061,FALL,22:13:34
632,2513.38,542,FALL,22:14:07
633,3416.85,730,FALL,22:14:51
634,1585.87,350,FALL,22:15:14
635,8095.88,1695,FALL,22:16:47
636,938.09,217,FALL,22:17:03
637,932.53,215,FALL,22:17:19
638,2620.50,563,FALL,22:17:53
639,1758.83,386,FALL,22:18:18
640,3417.95,728,FALL,22:19:02
641,977.01,224,FALL,22:19:18
642,5799.42,1217,FALL,22:20:28
643,5812.94,1219,FALL,22:21:38
644,4104.14,868,FALL,22:22:27
645,974.75,225,FALL,22:22:41
646,856.38,200,FALL,22:22:54
647,1666.36,366,FALL,22:23:15
648,979.16,226,FALL,22:23:29
649,1676.56,369,FALL,22:23:51
650,4209.29,892,FALL,22:24:35
651,3307.15,707,FALL,22:25:10
652,2569.97,553,FALL,22:25:39
653,1695.91,372,FALL,22:26:02
654,915.27,213,FALL,22:26:18
655,7346.44,1536,FALL,22:27:46
656,16222.99,3364,FALL,22:30:54
657,6502.16,1365,FALL,22:32:12
658,1649.32,362,FALL,22:32:36
659,13109.49,2724,FALL,22:35:11
660,21478.48,4441,FALL,22:39:17
661,27821.50,5743,FALL,22:44:38
662,17380.31,3595,FALL,22:48:03
