Episode,Reward,Steps,Reason,Time
664,58.74,22,FALL,12:50:18
665,24.55,17,FALL,12:50:21
666,67.56,28,FALL,12:50:26
667,38.20,20,FALL,12:50:30
668,-25.71,11,FALL,12:50:33
669,64.92,29,FALL,12:50:37
670,-53.11,7,FALL,12:50:41
671,68.43,22,FALL,12:50:48
672,159.98,36,FALL,12:50:53
673,-56.83,6,FALL,12:50:59
674,58.90,23,FALL,12:51:03
675,133.70,33,FALL,12:51:08
676,-49.87,7,FALL,12:51:14
677,4.56,21,FALL,12:51:19
678,-53.77,6,FALL,12:51:22
679,-32.51,10,FALL,12:51:25
680,219.59,51,FALL,12:51:31
681,-30.06,10,FALL,12:51:37
682,-2.90,14,FALL,12:51:41
683,-47.26,7,FALL,12:51:44
684,63.85,25,FALL,12:51:52
685,40.29,21,FALL,12:51:56
686,-26.86,10,FALL,12:52:02
687,-45.54,8,FALL,12:52:09
688,-59.05,6,FALL,12:52:12
689,258.77,49,FALL,12:52:20
690,237.45,48,FALL,12:52:26
691,-39.32,10,FALL,12:52:29
692,-35.51,11,FALL,12:52:33
693,-48.82,7,FALL,12:52:42
694,38.75,19,FALL,12:52:49
695,205.15,47,FALL,12:52:55
696,-21.11,11,FALL,12:52:59
697,72.06,29,FALL,12:53:06
698,-44.93,8,FALL,12:53:09
699,104.50,35,FALL,12:53:14
700,178.13,37,FALL,12:53:19
701,-36.36,11,FALL,12:53:22
702,263.16,53,FALL,12:53:28
703,-21.75,12,FALL,12:53:32
704,93.12,27,FALL,12:53:36
705,-18.59,14,FALL,12:53:40
706,-8.47,14,FALL,12:53:43
707,22.22,17,FALL,12:53:50
708,-7.96,15,FALL,12:53:54
709,-13.55,15,FALL,12:53:58
710,281.00,60,FALL,12:54:04
711,56.30,23,FALL,12:54:11
712,-2.14,15,FALL,12:54:15
713,30.13,25,FALL,12:54:19
714,-48.50,9,FALL,12:54:23
715,72.71,28,FALL,12:54:27
716,-32.99,11,FALL,12:54:31
717,-21.41,13,FALL,12:54:37
718,-43.43,8,FALL,12:54:41
719,-20.33,12,FALL,12:54:51
720,234.80,52,FALL,12:55:00
721,-43.18,8,FALL,12:55:03
722,-44.16,9,FALL,12:55:06
723,249.98,48,FALL,12:55:12
724,-20.96,13,FALL,12:55:15
725,359.27,68,FALL,12:55:22
726,34.70,18,FALL,12:55:26
727,123.93,33,FALL,12:55:30
728,93.77,27,FALL,12:55:35
729,49.16,24,FALL,12:55:39
730,313.21,68,FALL,12:55:45
731,-29.17,13,FALL,12:55:49
732,20.62,18,FALL,12:55:53
733,200.32,40,FALL,12:55:58
734,-26.90,10,FALL,12:56:01
735,120.95,33,FALL,12:56:09
736,397.13,71,FALL,12:56:19
737,105.84,31,FALL,12:56:23
738,-45.54,8,FALL,12:56:30
739,-58.28,6,FALL,12:56:33
740,-51.50,7,FALL,12:56:36
741,-50.72,8,FALL,12:56:39
742,-46.84,10,FALL,12:56:43
743,-28.86,10,FALL,12:56:46
744,-41.60,9,FALL,12:56:50
745,-18.45,12,FALL,12:56:53
746,71.05,27,FALL,12:56:57
747,-33.56,11,FALL,12:57:01
748,-27.71,13,FALL,12:57:05
749,-37.21,10,FALL,12:57:08
