x,y,z,hn,ht,dg,mct,mcn
0.06,-0.03,0.19,-0.156602,1.00054,0.908596,0.0436164,0.156602
0.06,-0.03,0.2,-0.14889,0.758623,0.576529,0.133762,0.14889
0.06,-0.02,0.1,-0.197396,2.66221,2.34425,0.269628,0.197396
0.06,-0.02,0.11,-0.179853,2.45151,2.23904,0.164132,0.179853
0.06,-0.02,0.12,-0.165149,2.25375,2.12323,0.0821863,0.165149
0.06,-0.02,0.13,-0.152649,2.06794,1.99764,0.021969,0.152649
0.06,-0.02,0.14,-0.141897,1.89184,1.86218,-0.0186806,0.141897
0.06,-0.02,0.15,-0.132552,1.72255,1.71588,-0.0416635,0.132552
0.06,-0.02,0.16,-0.124355,1.55671,1.55665,-0.0482746,0.124355
0.06,-0.02,0.17,-0.117109,1.3902,1.38076,-0.0388949,0.117109
0.06,-0.02,0.18,-0.110657,1.21724,1.18134,-0.0124327,0.110657
0.06,-0.02,0.19,-0.104877,1.02763,0.944018,0.0352798,0.104877
0.06,-0.02,0.2,-0.0996687,0.794562,0.627572,0.118658,0.0996687
0.06,-0.01,0.1,-0.0996687,2.69513,2.35912,0.287679,0.0996687
0.06,-0.01,0.11,-0.0906599,2.47966,2.25414,0.177184,0.0906599
0.06,-0.01,0.12,-0.0831412,2.27791,2.13833,0.0912457,0.0831412
0.06,-0.01,0.13,-0.0767719,2.08893,2.01269,0.0279052,0.0767719
0.06,-0.01,0.14,-0.0713075,1.91039,1.87725,-0.015186,0.0713075
0.06,-0.01,0.15,-0.0665682,1.73932,1.7311,-0.0401118,0.0665682
0.06,-0.01,0.16,-0.0624188,1.57226,1.57226,-0.0483316,0.0624188
0.06,-0.01,0.17,-0.0587558,1.40509,1.39714,-0.0403833,0.0587558
0.06,-0.01,0.18,-0.0554985,1.23213,1.19916,-0.0153661,0.0554985
0.06,-0.01,0.19,-0.0525831,1.04365,0.964791,0.0305243,0.0525831
0.06,-0.01,0.2,-0.0499584,0.815097,0.656478,0.110287,0.0499584
0.06,-1.04083e-17,0.1,-1.04083e-16,2.70628,2.36406,0.293882,1.04083e-16
0.06,-1.04083e-17,0.11,-9.46213e-17,2.48917,2.25917,0.181672,9.46213e-17
0.06,-1.04083e-17,0.12,-8.67362e-17,2.28606,2.14336,0.0943647,8.67362e-17
0.06,-1.04083e-17,0.13,-8.00642e-17,2.096,2.01771,0.0299553,8.00642e-17
0.06,-1.04083e-17,0.14,-7.43453e-17,1.91663,1.88227,-0.0139691,7.43453e-17
0.06,-1.04083e-17,0.15,-6.93889e-17,1.74494,1.73617,-0.0395554,6.93889e-17
0.06,-1.04083e-17,0.16,-6.50521e-17,1.57746,1.57745,-0.0483193,6.50521e-17
0.06,-1.04083e-17,0.17,-6.12255e-17,1.41006,1.40258,-0.040852,6.12255e-17
0.06,-1.04083e-17,0.18,-5.78241e-17,1.23709,1.20507,-0.0163154,5.78241e-17
0.06,-1.04083e-17,0.19,-5.47807e-17,1.04895,0.97164,0.0289784,5.47807e-17
0.06,-1.04083e-17,0.2,-5.20417e-17,0.821794,0.665865,0.107598,5.20417e-17
0.06,0.01,0.1,0.0996687,2.69513,2.35912,0.287679,-0.0996687
0.06,0.01,0.11,0.0906599,2.47966,2.25414,0.177184,-0.0906599
0.06,0.01,0.12,0.0831412,2.27791,2.13833,0.0912457,-0.0831412
0.06,0.01,0.13,0.0767719,2.08893,2.01269,0.0279052,-0.0767719
0.06,0.01,0.14,0.0713075,1.91039,1.87725,-0.015186,-0.0713075
0.06,0.01,0.15,0.0665682,1.73932,1.7311,-0.0401118,-0.0665682
0.06,0.01,0.16,0.0624188,1.57226,1.57226,-0.0483316,-0.0624188
0.06,0.01,0.17,0.0587558,1.40509,1.39714,-0.0403833,-0.0587558
0.06,0.01,0.18,0.0554985,1.23213,1.19916,-0.0153661,-0.0554985
0.06,0.01,0.19,0.0525831,1.04365,0.964791,0.0305243,-0.0525831
0.06,0.01,0.2,0.0499584,0.815097,0.656478,0.110287,-0.0499584
0.06,0.02,0.1,0.197396,2.66221,2.34425,0.269628,-0.197396
0.06,0.02,0.11,0.179853,2.45151,2.23904,0.164132,-0.179853
0.06,0.02,0.12,0.165149,2.25375,2.12323,0.0821863,-0.165149
0.06,0.02,0.13,0.152649,2.06794,1.99764,0.021969,-0.152649
0.06,0.02,0.14,0.141897,1.89184,1.86218,-0.0186806,-0.141897
0.06,0.02,0.15,0.132552,1.72255,1.71588,-0.0416635,-0.132552
0.06,0.02,0.16,0.124355,1.55671,1.55665,-0.0482746,-0.124355
0.06,0.02,0.17,0.117109,1.3902,1.38076,-0.0388949,-0.117109
0.06,0.02,0.18,0.110657,1.21724,1.18134,-0.0124327,-0.110657
0.06,0.02,0.19,0.104877,1.02763,0.944018,0.0352798,-0.104877
0.06,0.02,0.2,0.0996687,0.794562,0.627572,0.118658,-0.0996687
0.06,0.03,0.1,0.291457,2.60899,2.31934,0.241326,-0.291457
0.06,0.03,0.11,0.266252,2.4059,2.21387,0.143696,-0.266252
0.06,0.03,0.12,0.244979,2.21445,2.09808,0.0680388,-0.244979
0.06,0.03,0.13,0.226799,2.03365,1.97256,0.012762,-0.226799
0.06,0.03,0.14,0.211093,1.86139,1.83706,-0.0240016,-0.211093
0.06,0.03,0.15,0.197396,1.69492,1.69046,-0.0438678,-0.197396
0.06,0.03,0.16,0.185348,1.53098,1.53052,-0.0478723,-0.185348
0.06,0.03,0.17,0.174672,1.36545,1.35326,-0.0361405,-0.174672
0.06,0.03,0.18,0.165149,1.19232,1.15125,-0.00725492,-0.165149
0.06,0.03,0.19,0.156602,1.00054,0.908596,0.0436164,-0.156602
0.06,0.03,0.2,0.14889,0.758623,0.576529,0.133762,-0.14889
0.06,0.04,0.1,0.380506,2.53781,2.28429,0.20519,-0.380506
0.06,0.04,0.11,0.348771,2.3446,2.17861,0.117658,-0.348771
0.06,0.04,0.12,0.321751,2.16133,2.0629,0.0501,-0.321751
0.06,0.04,0.13,0.298499,1.98702,1.93745,0.00122928,-0.298499
0.06,0.04,0.14,0.2783,1.81971,1.80183,-0.0304472,-0.2783
0.06,0.04,0.15,0.260602,1.65687,1.65472,-0.046184,-0.260602
0.06,0.04,0.16,0.244979,1.49532,1.49367,-0.0466801,-0.244979
0.06,0.04,0.17,0.231091,1.33089,1.31427,-0.0317124,-0.231091
0.06,0.04,0.18,0.218669,1.15719,1.10824,0.000616848,-0.218669
0.06,0.04,0.19,0.207496,0.96166,0.857104,0.0562242,-0.207496
0.06,0.04,0.2,0.197396,0.703512,0.497157,0.158023,-0.197396
0.06,0.05,0.1,0.463648,2.45151,2.23904,0.164132,-0.463648
0.06,0.05,0.11,0.426627,2.26981,2.1333,0.0881768,-0.426627
0.06,0.05,0.12,0.394791,2.096,2.01771,0.0299553,-0.394791
0.06,0.05,0.13,0.367174,1.92918,1.89231,-0.0114558,-0.367174
0.06,0.05,0.14,0.343024,1.76761,1.75641,-0.0371294,-0.343024
0.06,0.05,0.15,0.321751,1.60891,1.60849,-0.0479108,-0.321751
0.06,0.05,0.16,0.302885,1.44998,1.44575,-0.0441022,-0.302885
0.06,0.05,0.17,0.286051,1.28651,1.26321,-0.0250388,-0.286051
0.06,0.05,0.18,0.270947,1.11143,1.05124,0.011858,-0.270947
0.06,0.05,0.19,0.257324,0.909572,0.786968,0.0742719,-0.257324
0.06,0.05,0.2,0.244979,0.618902,0.372794,0.197776,-0.244979
0.06,0.06,0.1,0.54042,2.35319,2.18365,0.121203,-0.54042
0.06,0.06,0.11,0.499347,2.18384,2.07797,0.0575318,-0.499347
0.06,0.06,0.12,0.463648,2.02017,1.96253,0.00930985,-0.463648
0.06,0.06,0.13,0.432408,1.86139,1.83706,-0.0240016,-0.432408
0.06,0.06,0.14,0.404892,1.70593,1.70064,-0.0430424,-0.404892
0.06,0.06,0.15,0.380506,1.55155,1.55144,-0.0482247,-0.380506
0.06,0.06,0.16,0.358771,1.39516,1.38623,-0.0394047,-0.358771
0.06,0.06,0.17,0.339293,1.23213,1.19916,-0.0153661,-0.339293
0.06,0.06,0.18,0.321751,1.05424,0.978454,0.0274517,-0.321751
0.06,0.06,0.19,0.305879,0.841491,0.693351,0.0998081,-0.305879
0.06,0.06,0.2,0.291457,0.435715,0.0937254,0.293658,-0.291457
0.06,0.07,0.1,0.610726,2.2458,2.1182,0.0792634,-0.610726
0.06,0.07,0.11,0.566729,2.08893,2.01269,0.0279052,-0.566729
0.06,0.07,0.12,0.528074,1.9355,1.89732,-0.0101587,-0.528074
0.06,0.07,0.13,0.493941,1.7848,1.77157,-0.0350944,-0.493941
0.06,0.07,0.14,0.463648,1.63543,1.63422,-0.0471207,-0.463648
0.06,0.07,0.15,0.436627,1.4852,1.48307,-0.0462076,-0.436627
0.06,0.07,0.16,0.41241,1.33089,1.31427,-0.0317124,-0.41241
0.06,0.07,0.17,0.390607,1.16726,1.12064,-0.00170792,-0.390607
0.06,0.07,0.18,0.370891,0.98403,0.886818,0.0488796,-0.370891
0.06,0.07,0.19,0.35299,0.751134,0.565821,0.136981,-0.35299
0.06,0.08,0.1,0.674741,2.1319,2.04281,0.0407605,-0.674741
0.06,0.08,0.11,0.628796,1.98702,1.93745,0.00122928,-0.628796
0.06,0.08,0.12,0.588003,1.8434,1.82197,-0.0269035,-0.588003
0.06,0.08,0.13,0.551655,1.70042,1.69555,-0.0434644,-0.551655
0.06,0.08,0.14,0.519146,1.55671,1.55665,-0.0482746,-0.519146
0.06,0.08,0.15,0.489957,1.41006,1.40258,-0.040852,-0.489957
0.06,0.08,0.16,0.463648,1.25688,1.22852,-0.0199719,-0.463648
0.06,0.08,0.17,0.439843,1.09082,1.02521,0.0172818,-0.439843
0.06,0.08,0.18,0.418224,0.897605,0.77067,0.0786026,-0.418224
0.06,0.08,0.19,0.398522,0.618902,0.372794,0.197776,-0.398522
0.06,0.09,0.1,0.732815,2.01348,1.95751,0.00763166,-0.732815
0.06,0.09,0.11,0.68573,1.87959,1.85214,-0.0208832,-0.68573
0.06,0.09,0.12,0.643501,1.74494,1.73617,-0.0395554,-0.643501
0.06,0.09,0.13,0.605545,1.60891,1.60849,-0.0479108,-0.605545
0.06,0.09,0.14,0.571337,1.47007,1.46712,-0.0453908,-0.571337
0.06,0.09,0.15,0.54042,1.32596,1.30865,-0.0310255,-0.54042
0.06,0.09,0.16,0.512389,1.17229,1.12681,-0.0028474,-0.512389
0.06,0.09,0.17,0.486899,1.00054,0.908596,0.0436164,-0.486899
0.06,0.09,0.18,0.463648,0.787557,0.617669,0.121556,-0.463648
0.06,0.1,0.1,0.785398,1.89184,1.86218,-0.0186806,-0.785398
0.06,0.1,0.11,0.737815,1.76761,1.75641,-0.0371294,-0.737815
0.06,0.1,0.12,0.694738,1.64077,1.63935,-0.0469122,-0.694738
0.06,0.1,0.13,0.655696,1.51056,1.5095,-0.0472796,-0.655696
0.06,0.1,0.14,0.620249,1.37534,1.36429,-0.0372832,-0.620249
0.06,0.1,0.15,0.588003,1.23213,1.19916,-0.0153661,-0.588003
0.06,0.1,0.16,0.558599,1.07523,1.00536,0.0215318,-0.558599
0.06,0.1,0.17,0.531724,0.89156,0.762411,0.0808161,-0.531724
0.06,0.1,0.18,0.507099,0.629468,0.388485,0.19265,-0.507099
0.07,-0.1,0.1,-0.785398,1.87865,1.75434,0.07598,0.785398
0.07,-0.1,0.11,-0.737815,1.75768,1.65066,0.0586872,0.737815
0.07,-0.1,0.12,-0.694738,1.63249,1.53452,0.0496401,0.694738
0.07,-0.1,0.13,-0.655696,1.50223,1.404,0.049901,0.655696
0.07,-0.1,0.14,-0.620249,1.36498,1.2558,0.0608436,0.620249
0.07,-0.1,0.15,-0.588003,1.21693,1.08387,0.0847251,0.588003
0.07,-0.1,0.16,-0.558599,1.05008,0.87558,0.12617,0.558599
0.07,-0.1,0.17,-0.531724,0.84198,0.595365,0.198282,0.531724
0.07,-0.09,0.1,-0.732815,1.99546,1.84666,0.10047,0.732815
0.07,-0.09,0.11,-0.68573,1.86679,1.74454,0.0739187,0.68573
0.07,-0.09,0.12,-0.643501,1.73543,1.63068,0.0564169,0.643501
0.07,-0.09,0.13,-0.605545,1.60078,1.50366,0.0487931,0.605545
0.07,-0.09,0.14,-0.571337,1.46136,1.361,0.0520195,0.571337
0.07,-0.09,0.15,-0.54042,1.31428,1.19832,0.0676265,0.54042
0.07,-0.09,0.16,-0.512389,1.15401,1.0071,0.098582,0.512389
0.07,-0.09,0.17,-0.486899,0.967891,0.767535,0.152024,0.486899
0.07,-0.09,0.18,-0.463648,0.707322,0.402711,0.256279,0.463648
0.07,-0.08,0.1,-0.674741,2.10754,1.92827,0.130937,0.674741
0.07,-0.08,0.11,-0.628796,1.97019,1.82733,0.0945352,0.628796
0.07,-0.08,0.12,-0.588003,1.83167,1.71506,0.0682778,0.588003
0.07,-0.08,0.13,-0.551655,1.69157,1.59045,0.0527783,0.551655
0.07,-0.08,0.14,-0.519146,1.54861,1.4516,0.0486745,0.519146
0.07,-0.08,0.15,-0.489957,1.40043,1.29512,0.0569752,0.489957
0.07,-0.08,0.16,-0.463648,1.24275,1.11475,0.0796718,0.463648
0.07,-0.08,0.17,-0.439843,1.06697,0.897338,0.121296,0.439843
0.07,-0.08,0.18,-0.418224,0.849239,0.605505,0.195402,0.418224
0.07,-0.07,0.1,-0.610726,2.2137,1.99951,0.165862,0.610726
0.07,-0.07,0.11,-0.566729,2.06707,1.89957,0.119163,0.566729
0.07,-0.07,0.12,-0.528074,1.92077,1.7885,0.0839398,0.528074
0.07,-0.07,0.13,-0.493941,1.77452,1.66559,0.0605947,0.493941
0.07,-0.07,0.14,-0.463648,1.62718,1.52939,0.0494575,0.463648
0.07,-0.07,0.15,-0.436627,1.47665,1.37721,0.051113,0.436627
0.07,-0.07,0.16,-0.41241,1.31936,1.20414,0.066881,0.41241
0.07,-0.07,0.17,-0.390607,1.14869,1.00051,0.0998528,0.390607
0.07,-0.07,0.18,-0.370891,0.949356,0.742689,0.158335,0.370891
0.07,-0.07,0.19,-0.35299,0.651929,0.321001,0.282595,0.35299
0.07,-0.06,0.1,-0.54042,2.31228,2.06058,0.203368,0.54042
0.07,-0.06,0.11,-0.499347,2.15615,1.96161,0.146211,0.499347
0.07,-0.06,0.12,-0.463648,2.00184,1.85149,0.102024,0.463648
0.07,-0.06,0.13,-0.432408,1.84915,1.72982,0.070998,0.432408
0.07,-0.06,0.14,-0.404892,1.697,1.5955,0.053169,0.404892
0.07,-0.06,0.15,-0.380506,1.54343,1.44635,0.0487493,0.380506
0.07,-0.06,0.16,-0.358771,1.38523,1.27836,0.0585449,0.358771
0.07,-0.06,0.17,-0.339293,1.21693,1.08387,0.0847251,0.339293
0.07,-0.06,0.18,-0.321751,1.02722,0.845874,0.13301,0.321751
0.07,-0.06,0.19,-0.305879,0.779937,0.50767,0.223935,0.305879
0.07,-0.05,0.1,-0.463648,2.40119,2.11162,0.241237,0.463648
0.07,-0.05,0.11,-0.426627,2.23587,2.01366,0.173878,0.426627
0.07,-0.05,0.12,-0.394791,2.07374,1.90436,0.121044,0.394791
0.07,-0.05,0.13,-0.367174,1.91469,1.78363,0.0827299,0.367174
0.07,-0.05,0.14,-0.343024,1.75768,1.65066,0.0586872,0.343024
0.07,-0.05,0.15,-0.321751,1.60078,1.50366,0.0487931,0.321751
0.07,-0.05,0.16,-0.302885,1.44101,1.33924,0.0534357,0.302885
0.07,-0.05,0.17,-0.286051,1.27352,1.15105,0.0741371,0.286051
0.07,-0.05,0.18,-0.270947,1.08916,0.925714,0.115118,0.270947
0.07,-0.05,0.19,-0.257324,0.86349,0.625336,0.189823,0.257324
0.07,-0.04,0.1,-0.380506,2.47815,2.15281,0.277009,0.380506
0.07,-0.04,0.11,-0.348771,2.30446,2.05591,0.200218,0.348771
0.07,-0.04,0.12,-0.321751,2.13513,1.94734,0.139455,0.321751
0.07,-0.04,0.13,-0.298499,1.97019,1.82733,0.0945352,0.298499
0.07,-0.04,0.14,-0.2783,1.80862,1.69533,0.064954,0.2783
0.07,-0.04,0.15,-0.260602,1.64847,1.54985,0.050289,0.260602
0.07,-0.04,0.16,-0.244979,1.48687,1.38795,0.0505832,0.244979
0.07,-0.04,0.17,-0.231091,1.31936,1.20414,0.066881,0.231091
0.07,-0.04,0.18,-0.218669,1.13801,0.987227,0.102451,0.218669
0.07,-0.04,0.19,-0.207496,0.92399,0.708405,0.167253,0.207496
0.07,-0.04,0.2,-0.197396,0.558949,0.180728,0.329889,0.197396
0.07,-0.03,0.1,-0.291457,2.54087,2.18438,0.308163,0.291457
0.07,-0.03,0.11,-0.266252,2.36011,2.0885,0.223272,0.266252
0.07,-0.03,0.12,-0.244979,2.18465,1.98059,0.155731,0.244979
0.07,-0.03,0.13,-0.226799,2.01468,1.86113,0.105215,0.226799
0.07,-0.03,0.14,-0.211093,1.84915,1.72982,0.070998,0.211093
0.07,-0.03,0.15,-0.197396,1.68614,1.5854,0.0524055,0.197396
0.07,-0.03,0.16,-0.185348,1.52278,1.42525,0.0492029,0.185348
0.07,-0.03,0.17,-0.174672,1.35485,1.24443,0.0620813,0.174672
0.07,-0.03,0.18,-0.165149,1.17516,1.03314,0.0936819,0.165149
0.07,-0.03,0.19,-0.156602,0.967891,0.767535,0.152024,0.156602
0.07,-0.03,0.2,-0.14889,0.663962,0.33887,0.276759,0.14889
0.07,-0.02,0.1,-0.197396,2.58731,2.20662,0.332365,0.197396
0.07,-0.02,0.11,-0.179853,2.40119,2.11162,0.241237,0.179853
0.07,-0.02,0.12,-0.165149,2.22106,2.00423,0.168493,0.165149
0.07,-0.02,0.13,-0.152649,2.04722,1.88518,0.113705,0.152649
0.07,-0.02,0.14,-0.141897,1.87865,1.75434,0.07598,0.141897
0.07,-0.02,0.15,-0.132552,1.71339,1.61061,0.0544501,0.132552
0.07,-0.02,0.16,-0.124355,1.54861,1.4516,0.0486745,0.124355
0.07,-0.02,0.17,-0.117109,1.38017,1.27274,0.0590975,0.117109
0.07,-0.02,0.18,-0.110657,1.20134,1.06505,0.0879556,0.110657
0.07,-0.02,0.19,-0.104877,0.997982,0.807496,0.142153,0.104877
0.07,-0.02,0.2,-0.0996687,0.717247,0.417201,0.251713,0.0996687
0.07,-0.01,0.1,-0.0996687,2.61586,2.21981,0.347715,0.0996687
0.07,-0.01,0.11,-0.0906599,2.4264,2.12541,0.252654,0.0906599
0.07,-0.01,0.12,-0.0831412,2.24334,2.01837,0.176632,0.0831412
0.07,-0.01,0.13,-0.0767719,2.06707,1.89957,0.119163,0.0767719
0.07,-0.01,0.14,-0.0713075,1.89658,1.769,0.0792471,0.0713075
0.07,-0.01,0.15,-0.0665682,1.7299,1.62567,0.0558971,0.0665682
0.07,-0.01,0.16,-0.0624188,1.56418,1.4673,0.0485438,0.0624188
0.07,-0.01,0.17,-0.0587558,1.39536,1.28955,0.0574837,0.0587558
0.07,-0.01,0.18,-0.0554985,1.21693,1.08387,0.0847251,0.0554985
0.07,-0.01,0.19,-0.0525831,1.01562,0.830698,0.136585,0.0525831
0.07,-0.01,0.2,-0.0499584,0.745393,0.458047,0.239014,0.0499584
0.07,-1.04083e-17,0.1,-1.04083e-16,2.62549,2.22418,0.352976,1.04083e-16
0.07,-1.04083e-17,0.11,-9.46213e-17,2.4349,2.13,0.25657,9.46213e-17
0.07,-1.04083e-17,0.12,-8.67362e-17,2.25084,2.02308,0.179428,8.67362e-17
0.07,-1.04083e-17,0.13,-8.00642e-17,2.07374,1.90436,0.121044,8.00642e-17
0.07,-1.04083e-17,0.14,-7.43453e-17,1.90259,1.77388,0.0803838,7.43453e-17
0.07,-1.04083e-17,0.15,-6.93889e-17,1.73543,1.63068,0.0564169,6.93889e-17
0.07,-1.04083e-17,0.16,-6.50521e-17,1.56938,1.47252,0.0485316,6.50521e-17
0.07,-1.04083e-17,0.17,-6.12255e-17,1.40043,1.29512,0.0569752,6.12255e-17
0.07,-1.04083e-17,0.18,-5.78241e-17,1.22211,1.0901,0.0836817,5.78241e-17
0.07,-1.04083e-17,0.19,-5.47807e-17,1.02143,0.838315,0.134785,5.47807e-17
0.07,-1.04083e-17,0.2,-5.20417e-17,0.754312,0.470914,0.235066,5.20417e-17
0.07,0.01,0.1,0.0996687,2.61586,2.21981,0.347715,-0.0996687
0.07,0.01,0.11,0.0906599,2.4264,2.12541,0.252654,-0.0906599
0.07,0.01,0.12,0.0831412,2.24334,2.01837,0.176632,-0.0831412
0.07,0.01,0.13,0.0767719,2.06707,1.89957,0.119163,-0.0767719
0.07,0.01,0.14,0.0713075,1.89658,1.769,0.0792471,-0.0713075
0.07,0.01,0.15,0.0665682,1.7299,1.62567,0.0558971,-0.0665682
0.07,0.01,0.16,0.0624188,1.56418,1.4673,0.0485438,-0.0624188
0.07,0.01,0.17,0.0587558,1.39536,1.28955,0.0574837,-0.0587558
0.07,0.01,0.18,0.0554985,1.21693,1.08387,0.0847251,-0.0554985
0.07,0.01,0.19,0.0525831,1.01562,0.830698,0.136585,-0.0525831
0.07,0.01,0.2,0.0499584,0.745393,0.458047,0.239014,-0.0499584
0.07,0.02,0.1,0.197396,2.58731,2.20662,0.332365,-0.197396
0.07,0.02,0.11,0.179853,2.40119,2.11162,0.241237,-0.179853
0.07,0.02,0.12,0.165149,2.22106,2.00423,0.168493,-0.165149
0.07,0.02,0.13,0.152649,2.04722,1.88518,0.113705,-0.152649
0.07,0.02,0.14,0.141897,1.87865,1.75434,0.07598,-0.141897
0.07,0.02,0.15,0.132552,1.71339,1.61061,0.0544501,-0.132552
0.07,0.02,0.16,0.124355,1.54861,1.4516,0.0486745,-0.124355
0.07,0.02,0.17,0.117109,1.38017,1.27274,0.0590975,-0.117109
0.07,0.02,0.18,0.110657,1.20134,1.06505,0.0879556,-0.110657
0.07,0.02,0.19,0.104877,0.997982,0.807496,0.142153,-0.104877
0.07,0.02,0.2,0.0996687,0.717247,0.417201,0.251713,-0.0996687
0.07,0.03,0.1,0.291457,2.54087,2.18438,0.308163,-0.291457
0.07,0.03,0.11,0.266252,2.36011,2.0885,0.223272,-0.266252
0.07,0.03,0.12,0.244979,2.18465,1.98059,0.155731,-0.244979
0.07,0.03,0.13,0.226799,2.01468,1.86113,0.105215,-0.226799
0.07,0.03,0.14,0.211093,1.84915,1.72982,0.070998,-0.211093
0.07,0.03,0.15,0.197396,1.68614,1.5854,0.0524055,-0.197396
0.07,0.03,0.16,0.185348,1.52278,1.42525,0.0492029,-0.185348
0.07,0.03,0.17,0.174672,1.35485,1.24443,0.0620813,-0.174672
0.07,0.03,0.18,0.165149,1.17516,1.03314,0.0936819,-0.165149
0.07,0.03,0.19,0.156602,0.967891,0.767535,0.152024,-0.156602
0.07,0.03,0.2,0.14889,0.663962,0.33887,0.276759,-0.14889
0.07,0.04,0.1,0.380506,2.47815,2.15281,0.277009,-0.380506
0.07,0.04,0.11,0.348771,2.30446,2.05591,0.200218,-0.348771
0.07,0.04,0.12,0.321751,2.13513,1.94734,0.139455,-0.321751
0.07,0.04,0.13,0.298499,1.97019,1.82733,0.0945352,-0.298499
0.07,0.04,0.14,0.2783,1.80862,1.69533,0.064954,-0.2783
0.07,0.04,0.15,0.260602,1.64847,1.54985,0.050289,-0.260602
0.07,0.04,0.16,0.244979,1.48687,1.38795,0.0505832,-0.244979
0.07,0.04,0.17,0.231091,1.31936,1.20414,0.066881,-0.231091
0.07,0.04,0.18,0.218669,1.13801,0.987227,0.102451,-0.218669
0.07,0.04,0.19,0.207496,0.92399,0.708405,0.167253,-0.207496
0.07,0.04,0.2,0.197396,0.558949,0.180728,0.329889,-0.197396
0.07,0.05,0.1,0.463648,2.40119,2.11162,0.241237,-0.463648
0.07,0.05,0.11,0.426627,2.23587,2.01366,0.173878,-0.426627
0.07,0.05,0.12,0.394791,2.07374,1.90436,0.121044,-0.394791
0.07,0.05,0.13,0.367174,1.91469,1.78363,0.0827299,-0.367174
0.07,0.05,0.14,0.343024,1.75768,1.65066,0.0586872,-0.343024
0.07,0.05,0.15,0.321751,1.60078,1.50366,0.0487931,-0.321751
0.07,0.05,0.16,0.302885,1.44101,1.33924,0.0534357,-0.302885
0.07,0.05,0.17,0.286051,1.27352,1.15105,0.0741371,-0.286051
0.07,0.05,0.18,0.270947,1.08916,0.925714,0.115118,-0.270947
0.07,0.05,0.19,0.257324,0.86349,0.625336,0.189823,-0.257324
0.07,0.06,0.1,0.54042,2.31228,2.06058,0.203368,-0.54042
0.07,0.06,0.11,0.499347,2.15615,1.96161,0.146211,-0.499347
0.07,0.06,0.12,0.463648,2.00184,1.85149,0.102024,-0.463648
0.07,0.06,0.13,0.432408,1.84915,1.72982,0.070998,-0.432408
0.07,0.06,0.14,0.404892,1.697,1.5955,0.053169,-0.404892
0.07,0.06,0.15,0.380506,1.54343,1.44635,0.0487493,-0.380506
0.07,0.06,0.16,0.358771,1.38523,1.27836,0.0585449,-0.358771
0.07,0.06,0.17,0.339293,1.21693,1.08387,0.0847251,-0.339293
0.07,0.06,0.18,0.321751,1.02722,0.845874,0.13301,-0.321751
0.07,0.06,0.19,0.305879,0.779937,0.50767,0.223935,-0.305879
0.07,0.07,0.1,0.610726,2.2137,1.99951,0.165862,-0.610726
0.07,0.07,0.11,0.566729,2.06707,1.89957,0.119163,-0.566729
0.07,0.07,0.12,0.528074,1.92077,1.7885,0.0839398,-0.528074
0.07,0.07,0.13,0.493941,1.77452,1.66559,0.0605947,-0.493941
0.07,0.07,0.14,0.463648,1.62718,1.52939,0.0494575,-0.463648
0.07,0.07,0.15,0.436627,1.47665,1.37721,0.051113,-0.436627
0.07,0.07,0.16,0.41241,1.31936,1.20414,0.066881,-0.41241
0.07,0.07,0.17,0.390607,1.14869,1.00051,0.0998528,-0.390607
0.07,0.07,0.18,0.370891,0.949356,0.742689,0.158335,-0.370891
0.07,0.07,0.19,0.35299,0.651929,0.321001,0.282595,-0.35299
0.07,0.08,0.1,0.674741,2.10754,1.92827,0.130937,-0.674741
0.07,0.08,0.11,0.628796,1.97019,1.82733,0.0945352,-0.628796
0.07,0.08,0.12,0.588003,1.83167,1.71506,0.0682778,-0.588003
0.07,0.08,0.13,0.551655,1.69157,1.59045,0.0527783,-0.551655
0.07,0.08,0.14,0.519146,1.54861,1.4516,0.0486745,-0.519146
0.07,0.08,0.15,0.489957,1.40043,1.29512,0.0569752,-0.489957
0.07,0.08,0.16,0.463648,1.24275,1.11475,0.0796718,-0.463648
0.07,0.08,0.17,0.439843,1.06697,0.897338,0.121296,-0.439843
0.07,0.08,0.18,0.418224,0.849239,0.605505,0.195402,-0.418224
0.07,0.09,0.1,0.732815,1.99546,1.84666,0.10047,-0.732815
0.07,0.09,0.11,0.68573,1.86679,1.74454,0.0739187,-0.68573
0.07,0.09,0.12,0.643501,1.73543,1.63068,0.0564169,-0.643501
0.07,0.09,0.13,0.605545,1.60078,1.50366,0.0487931,-0.605545
0.07,0.09,0.14,0.571337,1.46136,1.361,0.0520195,-0.571337
0.07,0.09,0.15,0.54042,1.31428,1.19832,0.0676265,-0.54042
0.07,0.09,0.16,0.512389,1.15401,1.0071,0.098582,-0.512389
0.07,0.09,0.17,0.486899,0.967891,0.767535,0.152024,-0.486899
0.07,0.09,0.18,0.463648,0.707322,0.402711,0.256279,-0.463648
0.07,0.1,0.1,0.785398,1.87865,1.75434,0.07598,-0.785398
0.07,0.1,0.11,0.737815,1.75768,1.65066,0.0586872,-0.737815
0.07,0.1,0.12,0.694738,1.63249,1.53452,0.0496401,-0.694738
0.07,0.1,0.13,0.655696,1.50223,1.404,0.049901,-0.655696
0.07,0.1,0.14,0.620249,1.36498,1.2558,0.0608436,-0.620249
0.07,0.1,0.15,0.588003,1.21693,1.08387,0.0847251,-0.588003
0.07,0.1,0.16,0.558599,1.05008,0.87558,0.12617,-0.558599
